kepid,kepoi_name,kepler_name,koi_disposition,koi_vet_stat,koi_vet_date,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_disp_prov,koi_comment,koi_period,koi_time0bk,koi_time0,koi_eccen,koi_longp,koi_impact,koi_duration,koi_ingress,koi_depth,koi_ror,koi_srho,koi_fittype,koi_prad,koi_sma,koi_incl,koi_teq,koi_insol,koi_dor,koi_limbdark_mod,koi_ldm_coeff4,koi_ldm_coeff3,koi_ldm_coeff2,koi_ldm_coeff1,koi_parm_prov,koi_max_sngle_ev,koi_max_mult_ev,koi_model_snr,koi_count,koi_num_transits,koi_tce_plnt_num,koi_tce_delivname,koi_quarters,koi_bin_oedp_sig,koi_trans_mod,koi_model_dof,koi_model_chisq,koi_datalink_dvr,koi_datalink_dvs,koi_steff,koi_slogg,koi_smet,koi_srad,koi_smass,koi_sage,koi_sparprov,ra,dec,koi_kepmag,koi_gmag,koi_rmag,koi_imag,koi_zmag,koi_jmag,koi_hmag,koi_kmag,koi_fwm_stat_sig,koi_fwm_sra,koi_fwm_sdec,koi_fwm_srao,koi_fwm_sdeco,koi_fwm_prao,koi_fwm_pdeco,koi_dicco_mra,koi_dicco_mdec,koi_dicco_msky,koi_dikco_mra,koi_dikco_mdec,koi_dikco_msky
10601284,K00749.03,Kepler-226 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9710,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.109048070,132.8031000,2454965.803,0,,0.0250,3.59600,,2.1740e+02,0.013127,1.53020,LS+MCMC,1.30,0.0743,89.92,800.0,97.03,17.460000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1860,0.5256,q1_q17_dr25_koi,4.4343820,9.7768520,14.10,3,141,3,q1_q17_dr25_tce,11111111111111111000000000000000,0.77420,Mandel and Agol (2002 ApJ 580 171),,,010/010601/010601284/dv/kplr010601284-20160209194854_dvr.pdf,010/010601/010601284/dv/kplr010601284-003-20160209194854_dvs.pdf,5185.00,4.440,0.1600,0.9100,0.8310,,q1_q17_dr25_stellar,292.376130,47.880989,15.416,15.988,15.363,15.172,15.093,14.114,13.724,13.633,0.013,19.491847000,47.88095000,3.80000,-0.10000,-7.200000e-04,2.000000e-05,-0.1100,-0.1400,0.1800,-0.1500,-0.1500,0.2200
2306756,K00113.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,,0,1,0,0,q1_q17_dr25_sup_koi,,386.603052800,166.3420790,2454999.342,0,,0.9765,6.80570,,2.4927e+04,0.240528,4.63335,MCMC,41.50,1.0719,89.95,297.0,1.84,332.000000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2251,0.4707,q1_q16_koi,,,994.00,1,,1,q1_q16_tce,,,Mandel and Agol (2002 ApJ 580 171),,,002/002306/002306756/dv/kplr002306756-20130815195353_dvr.pdf,002/002306/002306756/dv/kplr002306756-001-20130826182306_dvs.pdf,5543.00,4.081,0.4400,1.5800,1.1030,,stellar_q1_q16,292.273740,37.671558,12.394,12.933,12.322,12.163,12.094,11.151,10.808,10.720,0.002,19.484915120,37.67157860,-0.00800,0.06700,-7.000000e-04,6.000000e-04,0.0010,0.0370,0.0370,0.0010,0.1630,0.1630
10662202,K00750.01,Kepler-662 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,21.676991930,171.5359400,2455004.536,0,,0.8960,3.45550,,8.5720e+02,0.032666,0.60007,LS+MCMC,2.95,0.1408,87.91,530.0,18.64,24.600000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1451,0.5820,q1_q17_dr25_koi,5.9119440,24.5407300,34.30,4,62,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.61830,Mandel and Agol (2002 ApJ 580 171),,,010/010662/010662202/dv/kplr010662202-20160209194854_dvr.pdf,010/010662/010662202/dv/kplr010662202-001-20160209194854_dvs.pdf,4954.00,4.500,0.1800,0.8280,0.7910,,q1_q17_dr25_stellar,290.465120,47.929180,15.377,16.172,15.343,15.036,14.826,13.810,13.298,13.201,0.103,19.364357000,47.92911000,0.54000,-0.26000,-6.400000e-04,0.000000e+00,-0.1000,-0.0400,0.1100,-0.2800,-0.2300,0.3600
10682541,K00751.01,Kepler-663 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.996779680,171.7420800,2455004.742,0,,0.7100,2.17170,,9.3470e+02,0.030014,1.71827,LS+MCMC,2.78,0.0559,86.90,917.0,166.95,13.140000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1860,0.5256,q1_q17_dr25_koi,4.1325640,24.2833270,28.20,1,208,1,q1_q17_dr25_tce,01111101110111011000000000000000,0.03600,Mandel and Agol (2002 ApJ 580 171),,,010/010682/010682541/dv/kplr010682541-20160209194854_dvr.pdf,010/010682/010682541/dv/kplr010682541-001-20160209194854_dvs.pdf,5339.00,4.552,0.1800,0.8470,0.9310,,q1_q17_dr25_stellar,297.808260,47.946671,15.861,16.577,15.805,15.554,15.445,14.448,14.018,13.903,0.998,19.853891000,47.94662000,0.26000,-0.17000,2.000000e-05,1.000000e-05,-0.1400,0.1700,0.2200,-0.0600,0.1000,0.1100
11460018,K00769.01,Kepler-671 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.280963604,171.8965900,2455004.897,0,,0.4240,2.87500,,7.5080e+02,0.025377,1.24482,LS+MCMC,2.30,0.0503,87.72,1012.0,247.87,10.640000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2676,0.3928,q1_q17_dr25_koi,6.7006826,52.9132420,61.80,1,311,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.43020,Mandel and Agol (2002 ApJ 580 171),,,011/011460/011460018/dv/kplr011460018-20160209194854_dvr.pdf,011/011460/011460018/dv/kplr011460018-001-20160209194854_dvs.pdf,5644.00,4.564,-0.1400,0.8310,0.9280,,q1_q17_dr25_stellar,294.265810,49.314091,15.356,15.926,15.314,15.112,15.033,14.121,13.756,13.769,0.000,19.617710600,49.31410200,-0.33000,0.04000,7.300000e-04,6.000000e-05,0.0030,-0.0650,0.0660,-0.0150,0.1580,0.1580
11463211,K00770.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,0,1,0,q1_q17_dr25_sup_koi,CENT_UNRESOLVED_OFFSET,1.506354090,170.9980640,2455003.998,0,,0.8600,1.51550,,2.2117e+03,0.049899,0.84722,LS+MCMC,4.53,0.0250,79.38,1452.0,1054.12,4.670000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2711,0.3858,q1_q17_dr25_koi,9.7877320,130.6654000,181.10,1,882,1,q1_q17_dr25_tce,11111111111111111000000000000000,1.00000,Mandel and Agol (2002 ApJ 580 171),,,011/011463/011463211/dv/kplr011463211-20160209194854_dvr.pdf,011/011463/011463211/dv/kplr011463211-001-20160209194854_dvs.pdf,5714.00,4.563,-0.2000,0.8310,0.9260,,q1_q17_dr25_stellar,295.665220,49.351009,15.525,16.051,15.474,15.299,15.230,14.266,13.905,13.821,0.000,19.711035900,49.35118900,0.76900,0.64300,-1.740000e-03,-1.500000e-03,0.9980,0.8210,1.2920,0.8770,0.7340,1.1440
11465813,K00771.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,INDIV_TRANS_CHASES_MARSHALL---ALL_TRANS_CHASES---CENT_FEW_DIFFS,670.645531000,209.0435500,2455042.044,0,,0.7010,53.41200,,1.8091e+04,0.131705,0.02605,LS+MCMC,14.14,1.5155,89.53,196.0,0.35,85.240000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2111,0.4955,q1_q17_dr25_koi,70.6430200,96.9623600,642.70,1,3,1,q1_q17_dr25_tce,11100011111111111000000000000000,0.00010,Mandel and Agol (2002 ApJ 580 171),,,011/011465/011465813/dv/kplr011465813-20160209194854_dvr.pdf,011/011465/011465813/dv/kplr011465813-001-20160209194854_dvs.pdf,5520.00,4.466,0.4800,0.9830,1.0300,,q1_q17_dr25_stellar,296.698610,49.316479,15.207,15.533,14.917,15.068,14.960,13.678,13.317,13.254,0.000,19.779891600,49.31660100,-0.55100,0.43500,1.750000e-02,-4.900000e-03,-1.2860,0.2270,1.3060,-1.0470,0.3100,1.0920
11493732,K00772.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,DEPTH_ODDEVEN_ALT---DEEP_V_SHAPED,61.256362800,173.8382600,2455006.838,0,,1.2480,7.63300,,5.1233e+03,0.334628,0.12411,LS+MCMC,39.87,0.3137,87.54,505.0,15.43,29.100000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3029,0.3239,q1_q17_dr25_koi,31.0798440,73.1038900,85.30,1,13,1,q1_q17_dr25_tce,11100010111011101000000000000000,0.85130,Mandel and Agol (2002 ApJ 580 171),,,011/011493/011493732/dv/kplr011493732-20160209194854_dvr.pdf,011/011493/011493732/dv/kplr011493732-001-20160209194854_dvs.pdf,6144.00,4.402,0.0000,1.0910,1.0930,,q1_q17_dr25_stellar,283.725920,49.479519,15.250,15.689,15.199,15.062,15.033,14.203,13.851,13.848,0.156,18.915049000,49.47959700,-0.43000,0.28000,1.000000e-03,-9.000000e-04,0.0630,-0.0550,0.0830,-0.0690,-0.0280,0.0740
11507101,K00773.01,Kepler-672 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,CENT_KIC_POS,38.377548600,172.8204800,2455005.820,0,,0.4680,5.58800,,7.2420e+02,0.024901,1.40588,LS+MCMC,2.82,0.2163,89.44,529.0,18.53,47.800000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2240,0.4695,q1_q17_dr25_koi,10.3528980,31.9464870,34.70,1,37,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.38890,Mandel and Agol (2002 ApJ 580 171),,,011/011507/011507101/dv/kplr011507101-20160209194854_dvr.pdf,011/011507/011507101/dv/kplr011507101-001-20160209194854_dvs.pdf,5481.00,4.369,0.1600,1.0360,0.9150,,q1_q17_dr25_stellar,291.722020,49.480869,15.172,15.654,15.089,14.965,14.874,13.962,13.639,13.497,0.000,19.448144200,49.48061800,0.36000,-0.91000,6.700000e-04,-1.040000e-03,-0.8500,1.5400,1.7600,-0.0100,0.0400,0.0400
10910878,K00757.02,Kepler-229 d,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9920,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,41.197255020,165.0040400,2454998.004,0,,0.0450,4.62970,,2.2139e+03,0.041693,3.94710,LS+MCMC,3.86,0.2170,89.96,439.0,8.76,70.750000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1451,0.5820,q1_q17_dr25_koi,11.9181610,37.8775670,51.20,3,26,2,q1_q17_dr25_tce,11111110111011101000000000000000,0.15510,Mandel and Agol (2002 ApJ 580 171),,,010/010910/010910878/dv/kplr010910878-20160209194854_dvr.pdf,010/010910/010910878/dv/kplr010910878-002-20160209194854_dvs.pdf,5031.00,4.485,0.1600,0.8480,0.8010,,q1_q17_dr25_stellar,286.999480,48.375790,15.841,16.559,15.770,15.534,15.368,14.363,13.868,13.785,0.123,19.133286100,48.37579000,-0.43000,0.00000,1.110000e-03,1.200000e-04,0.1200,0.0000,0.1200,0.0700,0.0300,0.0800
10910878,K00757.03,Kepler-229 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,6.252962249,171.3012600,2455004.301,0,,0.1050,2.58190,,1.0369e+03,0.028604,3.28707,LS+MCMC,2.65,0.0617,89.68,823.0,108.30,18.940000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1451,0.5820,q1_q17_dr25_koi,5.8342640,35.9625200,47.10,3,167,3,q1_q17_dr25_tce,11111110111011101000000000000000,0.75870,Mandel and Agol (2002 ApJ 580 171),,,010/010910/010910878/dv/kplr010910878-20160209194854_dvr.pdf,010/010910/010910878/dv/kplr010910878-003-20160209194854_dvs.pdf,5031.00,4.485,0.1600,0.8480,0.8010,,q1_q17_dr25_stellar,286.999480,48.375790,15.841,16.559,15.770,15.534,15.368,14.363,13.868,13.785,0.236,19.133287800,48.37583200,-0.36000,0.15000,4.200000e-04,-9.000000e-05,0.0300,0.0500,0.0600,-0.0200,0.0500,0.0500
10987985,K00758.01,Kepler-665 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,16.013084190,176.3608000,2455009.361,0,,0.7990,3.25540,,1.1219e+03,0.034369,1.10942,LS+MCMC,3.10,0.1148,88.14,593.0,29.31,24.700000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1496,0.5746,q1_q17_dr25_koi,8.4689950,31.0665070,33.20,1,65,1,q1_q17_dr25_tce,11101101110111011000000000000000,0.85550,Mandel and Agol (2002 ApJ 580 171),,,010/010987/010987985/dv/kplr010987985-20160209194854_dvr.pdf,010/010987/010987985/dv/kplr010987985-001-20160209194854_dvs.pdf,5015.00,4.499,0.1000,0.8260,0.7850,,q1_q17_dr25_stellar,297.025630,48.478588,15.390,16.223,15.342,15.033,14.903,13.855,13.323,13.214,0.167,19.801708000,48.47849000,-0.03000,-0.36000,-2.000000e-05,5.400000e-04,-0.0600,-0.2100,0.2200,-0.1800,-0.0800,0.1900
11018648,K00759.01,Kepler-230 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,32.628766720,194.1019000,2455027.102,0,,0.0210,4.79710,,1.8048e+03,0.038520,2.79093,LS+MCMC,3.36,0.1889,89.98,506.0,15.55,53.950000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2521,0.4210,q1_q17_dr25_koi,14.0889000,61.3723030,80.00,2,34,1,q1_q17_dr25_tce,11111110111011101000000000000000,0.63860,Mandel and Agol (2002 ApJ 580 171),,,011/011018/011018648/dv/kplr011018648-20160209194854_dvr.pdf,011/011018/011018648/dv/kplr011018648-001-20160209194854_dvs.pdf,5586.00,4.560,-0.3000,0.7980,0.8440,,q1_q17_dr25_stellar,285.718540,48.505859,15.082,15.640,15.040,14.842,14.765,13.824,13.370,13.299,0.047,19.047895100,48.50581200,-0.25000,-0.17000,7.900000e-04,-1.600000e-04,0.0370,0.0700,0.0800,0.1210,-0.0900,0.1500
11018648,K00759.02,Kepler-230 c,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9780,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,91.773286200,193.8378000,2455026.838,0,,0.6060,6.47300,,6.5200e+02,0.024320,1.60558,LS+MCMC,2.12,0.3764,89.61,359.0,3.92,89.400000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2521,0.4210,q1_q17_dr25_koi,6.9461374,14.6785950,19.10,2,11,2,q1_q17_dr25_tce,11111110111011101000000000000000,0.76680,Mandel and Agol (2002 ApJ 580 171),,,011/011018/011018648/dv/kplr011018648-20160209194854_dvr.pdf,011/011018/011018648/dv/kplr011018648-002-20160209194854_dvs.pdf,5586.00,4.560,-0.3000,0.7980,0.8440,,q1_q17_dr25_stellar,285.718540,48.505859,15.082,15.640,15.040,14.842,14.765,13.824,13.370,13.299,0.599,19.047889000,48.50571000,-0.50000,-0.52000,4.100000e-04,1.600000e-04,-0.3600,-0.4100,0.5500,-0.3500,-0.5500,0.6500
11138155,K00760.01,Kepler-1976 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.959319244,172.2585292,2455005.259,0,,0.8310,2.22739,,9.8020e+03,0.103379,1.46169,LS+MCMC,12.21,0.0565,86.15,1103.0,349.40,12.386000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2602,0.4096,q1_q17_dr25_koi,58.7647440,670.4895000,696.50,1,269,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.05170,Mandel and Agol (2002 ApJ 580 171),,,011/011138/011138155/dv/kplr011138155-20160209194854_dvr.pdf,011/011138/011138155/dv/kplr011138155-001-20160209194854_dvs.pdf,5712.00,4.359,0.1000,1.0820,0.9760,,q1_q17_dr25_stellar,292.167050,48.727589,15.263,15.715,15.209,15.069,15.041,14.123,13.815,13.805,0.705,19.477804010,48.72756620,0.00000,-0.08600,1.100000e-04,-7.000000e-05,-0.0180,0.0120,0.0220,-0.0210,-0.0770,0.0800
11152159,K00761.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_RESOLVED_OFFSET,2.701287801,170.6957900,2455003.696,0,,1.0160,3.38270,,8.6040e+02,0.065840,0.02818,LS+MCMC,6.54,0.0365,62.69,1222.0,527.81,2.220000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2327,0.4526,q1_q17_dr25_koi,5.0446610,39.7450680,48.30,1,387,1,q1_q17_dr25_tce,01111101110111011000000000000000,0.33750,Mandel and Agol (2002 ApJ 580 171),,,011/011152/011152159/dv/kplr011152159-20160209194854_dvr.pdf,011/011152/011152159/dv/kplr011152159-001-20160209194854_dvs.pdf,5550.00,4.468,-0.0400,0.9100,0.8890,,q1_q17_dr25_stellar,297.923650,48.777321,15.540,16.164,15.463,15.272,15.182,14.090,13.724,13.742,0.000,19.861797100,48.78151000,7.84000,15.08000,-6.080000e-03,-1.249000e-02,3.3900,5.4800,6.4500,3.4600,5.5200,6.5100
11153539,K00762.01,Kepler-666 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.498765110,171.3490500,2455004.349,0,,0.3120,3.73620,,4.6000e+02,0.019817,0.67106,LS+MCMC,2.10,0.0542,88.00,1133.0,389.62,8.950000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2889,0.3511,q1_q17_dr25_koi,4.4358330,26.5015810,29.50,1,238,1,q1_q17_dr25_tce,11111101110111011000000000000000,0.16940,Mandel and Agol (2002 ApJ 580 171),,,011/011153/011153539/dv/kplr011153539-20160209194854_dvr.pdf,011/011153/011153539/dv/kplr011153539-001-20160209194854_dvs.pdf,6075.00,4.486,-0.1200,0.9690,1.0480,,q1_q17_dr25_stellar,298.456850,48.791592,15.395,15.874,15.335,15.190,15.084,14.199,13.853,13.807,0.281,19.897146000,48.79174000,0.83000,0.54000,-2.400000e-04,-1.000000e-04,0.0900,-0.1200,0.1500,0.1800,0.0400,0.1900
11242721,K00763.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,0,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE,19.651209505,179.4019810,2455012.402,0,,0.7230,5.25140,,1.1766e+04,0.106953,0.67559,LS+MCMC,12.42,0.1433,88.27,730.0,67.03,23.980000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2889,0.3511,q1_q17_dr25_koi,85.4664300,509.4985000,513.40,1,59,1,q1_q17_dr25_tce,01101111111111111000000000000000,0.52240,Mandel and Agol (2002 ApJ 580 171),,,011/011242/011242721/dv/kplr011242721-20160209194854_dvr.pdf,011/011242/011242721/dv/kplr011242721-001-20160209194854_dvs.pdf,6074.00,4.391,-0.1200,1.0630,1.0140,,q1_q17_dr25_stellar,291.093900,48.933842,15.536,16.020,15.488,15.329,15.243,14.322,14.024,13.921,0.518,19.406257630,48.93383380,-0.05900,-0.02200,2.100000e-04,-2.000000e-04,0.0060,0.0000,0.0060,-0.0280,0.0330,0.0430
9579641,K00115.01,Kepler-105 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,5.412203927,133.1430890,2454966.143,0,,0.7870,2.94720,,6.0160e+02,0.024775,0.51087,LS+MCMC,2.94,0.0591,85.12,1093.0,337.68,9.250000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2676,0.3928,q1_q17_dr25_koi,46.4750860,163.4761400,166.70,3,244,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.22650,Mandel and Agol (2002 ApJ 580 171),,,009/009579/009579641/dv/kplr009579641-20160209194854_dvr.pdf,009/009579/009579641/dv/kplr009579641-001-20160209194854_dvs.pdf,5779.00,4.339,-0.0600,1.0870,0.9410,,q1_q17_dr25_stellar,287.887330,46.276241,12.791,13.111,12.732,12.654,12.648,11.811,11.555,11.503,0.000,19.192488200,46.27619200,0.00700,-0.17500,-5.200000e-05,-1.370000e-04,-0.0300,0.0800,0.0800,-0.1600,-0.1800,0.2400
11304958,K00764.01,Kepler-667 b,CONFIRMED,Done,2018-08-16,CANDIDATE,0.9980,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,41.439586620,208.9320300,2455041.932,0,,0.3550,10.59890,,2.7931e+03,0.048175,0.28189,LS+MCMC,5.50,0.2288,89.31,516.0,16.72,29.470000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2240,0.4695,q1_q17_dr25_koi,27.7885970,124.5249200,141.10,1,33,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.47760,Mandel and Agol (2002 ApJ 580 171),,,011/011304/011304958/dv/kplr011304958-20160209194854_dvr.pdf,011/011304/011304958/dv/kplr011304958-001-20160209194854_dvs.pdf,5468.00,4.367,0.2200,1.0460,0.9300,,q1_q17_dr25_stellar,295.555050,49.017342,15.400,16.068,15.320,15.114,14.996,13.948,13.596,13.519,0.043,19.703669900,49.01729700,0.00000,-0.15000,-2.200000e-04,-4.000000e-04,-0.0290,-0.0720,0.0780,-0.0490,-0.0690,0.0850
11391957,K00765.01,Kepler-668 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,8.353895230,171.6325700,2455004.633,0,,0.0230,2.25140,,1.0416e+03,0.029305,6.73215,LS+MCMC,2.52,0.0768,89.95,790.0,91.90,29.180000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2521,0.4210,q1_q17_dr25_koi,5.6967807,36.3497400,43.40,1,127,1,q1_q17_dr25_tce,11111110111011101000000000000000,0.50470,Mandel and Agol (2002 ApJ 580 171),,,011/011391/011391957/dv/kplr011391957-20160209194854_dvr.pdf,011/011391/011391957/dv/kplr011391957-001-20160209194854_dvs.pdf,5592.00,4.582,-0.2800,0.7870,0.8620,,q1_q17_dr25_stellar,285.499240,49.277351,15.317,15.862,15.267,15.083,14.985,13.996,13.582,13.533,0.645,19.033292000,49.27737500,0.32000,0.09000,-2.500000e-04,-9.000000e-05,0.0000,0.0900,0.0900,0.0400,-0.1700,0.1700
11403044,K00766.01,Kepler-669 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,4.125543472,169.7525850,2455002.753,0,,0.5970,3.17440,,1.4873e+03,0.036796,0.67162,LS+MCMC,4.43,0.0529,85.95,1243.0,565.35,8.450000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.3024,0.3288,q1_q17_dr25_koi,9.3875550,94.7097900,128.60,1,323,1,q1_q17_dr25_tce,01111111111111111000000000000000,0.60430,Mandel and Agol (2002 ApJ 580 171),,,011/011403/011403044/dv/kplr011403044-20160209194854_dvr.pdf,011/011403/011403044/dv/kplr011403044-001-20160209194854_dvs.pdf,6174.00,4.417,0.1000,1.1030,1.1620,,q1_q17_dr25_stellar,291.936160,49.253979,15.506,15.977,15.453,15.305,15.253,14.380,14.083,14.198,0.431,19.462413300,49.25400100,0.07000,0.07000,-1.200000e-04,-9.000000e-05,-0.0340,0.0090,0.0350,-0.0660,0.0360,0.0750
11414511,K00767.01,Kepler-670 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,2.816504904,170.9676846,2455003.968,0,,0.1050,2.50587,,1.6814e+04,0.117059,2.09079,LS+MCMC,12.21,0.0383,89.37,1219.0,521.13,9.571000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2291,0.4603,q1_q17_dr25_koi,104.6468100,1328.3038000,1406.80,1,474,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.79980,Mandel and Agol (2002 ApJ 580 171),,,011/011414/011414511/dv/kplr011414511-20160209194854_dvr.pdf,011/011414/011414511/dv/kplr011414511-001-20160209194854_dvs.pdf,5532.00,4.452,0.1400,0.9550,0.9410,,q1_q17_dr25_stellar,297.015470,49.225288,15.052,15.636,14.988,14.802,14.685,13.732,13.393,13.315,0.000,19.801040300,49.22537810,0.33860,0.31700,-3.400000e-04,6.900000e-04,-0.0240,-0.0070,0.0250,0.0320,0.1590,0.1620
11442465,K00768.01,,FALSE POSITIVE,Done,2018-08-16,FALSE POSITIVE,0.0000,0,1,1,0,q1_q17_dr25_sup_koi,MOD_SEC_DV---MOD_SEC_ALT---HAS_SEC_TCE---CENT_UNRESOLVED_OFFSET,33.933734470,186.6760800,2455019.676,0,,0.8120,14.56100,,8.5037e+03,0.095386,0.03710,LS+MCMC,7.34,0.1881,86.45,430.0,8.11,13.120000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.1646,0.5508,q1_q17_dr25_koi,52.8612400,193.4089000,236.10,1,31,1,q1_q17_dr25_tce,11111110111011101000000000000000,0.02990,Mandel and Agol (2002 ApJ 580 171),,,011/011442/011442465/dv/kplr011442465-20160209194854_dvr.pdf,011/011442/011442465/dv/kplr011442465-001-20160209194854_dvs.pdf,5040.00,4.628,-0.2400,0.7050,0.7820,,q1_q17_dr25_stellar,284.172330,49.360722,15.716,16.453,15.673,15.400,15.253,14.249,13.732,13.748,0.000,18.944909500,49.36081300,3.10100,0.33600,-2.470000e-02,-1.600000e-03,3.2540,0.1630,3.2580,3.3530,0.0660,3.3530
12110942,K00786.01,Kepler-680 b,CONFIRMED,Done,2018-08-16,CANDIDATE,1.0000,0,0,0,0,q1_q17_dr25_sup_koi,NO_COMMENT,3.689920099,170.3657100,2455003.366,0,,0.1510,2.65570,,4.2670e+02,0.018878,1.70798,LS+MCMC,1.89,0.0469,89.19,1147.0,408.99,10.710000,Claret (2011 A&A 529 75) ATLAS LS,0.0000,0.0000,0.2889,0.3511,q1_q17_dr25_koi,4.8750124,31.7867890,35.60,1,360,1,q1_q17_dr25_tce,11111111111111111000000000000000,0.40530,Mandel and Agol (2002 ApJ 580 171),,,012/012110/012110942/dv/kplr012110942-20160209194854_dvr.pdf,012/012110/012110942/dv/kplr012110942-001-20160209194854_dvs.pdf,5880.00,4.518,-0.0600,0.9170,1.0100,,q1_q17_dr25_stellar,291.622410,50.618240,15.242,15.735,15.177,15.031,14.969,14.012,13.720,13.764,0.255,19.441486000,50.61826000,-0.27000,0.07000,1.700000e-04,1.200000e-04,-0.2700,0.0500,0.2700,-0.3000,-0.0200,0.3000
